ID,Site group (Japanese),Site name (Japanese),Locality name (Japanese),Cultural layer,Site group,Site name ,Locality name,Adress (Japanese),North Latitude,East Longitude,Geodetic system,Altitude (Tokyo Peil),Knife shaped tool,Trapeze（Trapezoid）,Axe shaped tool,Tangged point on blade,Triangulared pointed tool,Lanceolate shaped point,Biface,Micro blade,Mikoshiba type axe shaped tool,Tangged point,End scraper/Scraper,Burin,Whetstone,Hammer stone,Anvil stone,Pebble tool,Others (Japanease),Earthenware from the Incipient Jomon,Lithic cluster,Pebble cluster,Charcoal fragment concentration,Other features,Remark,Citation,CitationID1,CitationID2,Citation ID3,Citation ID4,Citation ID5,CitationID6,Research type,Creation date,Created by,Update date,Updated by,Coordinate check
290078,,寺口遺跡,,,,Teraguchi,,葛城市寺口字石井,34.486056,135.707861,世界,119,,,,,,,,,,○,,,,,,,,,,,,,旧・北葛城郡新庄町,佐藤良二・有本雅己1984,B290030,,,,,,採集資料,20051020,光石鳴巳,20171214,光石鳴巳,1
290080,,滝谷遺跡,,,,Takitani,,宇陀市榛原区内牧,34.48375,136.022611,世界,510,,,,,,,,,,○,,,,,,,,,,,,,旧・宇陀郡榛原町,柳沢一宏1990,B290099,,,,,,採集資料,20051020,光石鳴巳,20171202,光石鳴巳,1
290081,,高田垣内遺跡,,,,Takadagaito,,宇陀市榛原区上井足高田垣内,34.510886,135.952275,世界,340,,,,,,,,,,○,,,,,,,,,,,,,旧・宇陀郡榛原町,奈良県立橿原考古学研究所1991a,B290049,,,,,,発掘調査,20051020,光石鳴巳,20171202,光石鳴巳,1
290082,,坊ノ浦遺跡,,,,Bounoura,,宇陀市榛原区檜牧・自明,34.521722,135.9785,世界,317,,,,,,,,,,○,,,,,,,,,,,,,旧・宇陀郡榛原町,榛原町教育委員会2001,B290079,,,,,,発掘調査,20051020,光石鳴巳,20171207,光石鳴巳,1
290083,,桐山和田遺跡,,,,Kiriyamawada,,山辺郡山添村桐山,34.683333,135.977778,世界,275,,,,,,○,,,,○,○,,○,,,○,石鏃,隆起線文,○,,,,,奈良県立橿原考古学研究所2002a,B290059,,,,,,発掘調査,20051020,光石鳴巳,-,,
290084,,北野ウチカタビロ遺跡,,,,Kitanouchikatabiro,,山辺郡山添村北野,34.682778,135.976111,世界,278,,,,,,○,,,,○,○,,○,,,,石鏃,隆起線文,○,,,,,奈良県立橿原考古学研究所1991b,B290050,,,,,,発掘調査,20051020,光石鳴巳,-,,
290085,,上津大片刈遺跡,,,,Kamitsuokatagari,,山辺郡山添村西波多,34.670278,136.026111,世界,285,,,,,,,,,○,○,○,,,,,,石鏃,爪形文/無文,○,○,,,,奈良県立橿原考古学研究所2003b,B290062,,,,,,発掘調査,20051020,光石鳴巳,-,,
290086,,峯ノ阪遺跡,,上層,,Minenosaka,Layer upper,生駒郡三郷町勢野北1丁目,34.606794,135.697417,世界,52,○,,,,○,,,,,,,,,,,,石核,,△,,,,ＡＴ上位の石器群,奈良県立橿原考古学研究所1996,B290053,,,,,,発掘調査,20051020,光石鳴巳,20170127,光石鳴巳,1
290087,,峯ノ阪遺跡,,下層,,Minenosaka,Layer lower,生駒郡三郷町勢野北1丁目,34.606778,135.697361,世界,52,○,,,,,,,,,,,,,,,,石核,,○,,,,ＡＴ下位の石器群で分布は環状を呈する,奈良県立橿原考古学研究所1996/光石鳴巳1999,B290053,B290093,,,,,発掘調査,20051020,光石鳴巳,20170127,光石鳴巳,1
290088,,勢野バラタニ遺跡,,,,Seyabaratani,,生駒郡三郷町勢野,34.609167,135.691,世界,105,,,,,,,,,,○,,,,,,,,,,,,,,奈良県立橿原考古学研究所1994,B290051,,,,,,発掘調査,20051020,光石鳴巳,20170127,光石鳴巳,1
290089,,稲葉車瀬遺跡,2008年度Ａ地区,,,Inabakurumase,2008-A,生駒郡斑鳩町稲葉車瀬１丁目,34.603417,135.722083,世界,41,,,,,,,,,,△,,,,,,,,,,,,,,奈良県立橿原考古学研究所2009a/奈良県立橿原考古学研究所2009b/奈良県立橿原考古学研究所2016,B290069,B290070,B290137,,,,発掘調査,20090924,光石鳴巳,20170214,光石鳴巳,1
290090,,宮古北遺跡,,,,Miyakokita,,磯城郡田原本町宮古,34.565,135.779944,世界,46,,,,,,,,,,○,,,,,,,,,,,,,,奈良県立橿原考古学研究所1995,B290052,,,,,,発掘調査,20051020,光石鳴巳,20170214,光石鳴巳,1
290091,,多遺跡,,,,Oo,,磯城郡田原本町多,34.535361,135.785833,世界,53,,,,,,,,,,○,,,,,,,,,,,,,,光石鳴巳2006,B290097,,,,,,採集資料,20051020,光石鳴巳,20170215,光石鳴巳,1
290092,,檜前脇田遺跡,,,,Hinokumawakita,,高市郡明日香村大字桧前字脇田,34.458694,135.803583,世界,101,,,,,,,,,,○,,,,,,,,,,,,,,明日香村教育委員会1988,B290002,,,,,,発掘調査,20051020,光石鳴巳,20171214,光石鳴巳,1
290093,,飛鳥池遺跡,第87次,,,Asukaike,,高市郡明日香村飛鳥,34.477058,135.822095,世界,100,,,,,,,,,,○,,,,,,,,,,,,,,水戸部秀樹・松村恵司1999,B290098,,,,,,発掘調査,20051020,光石鳴巳,20171213,芝康次郎・光石鳴巳,1
290094,,久度南遺跡,,,,Kudominami,,北葛城郡王寺町久度,34.598028,135.705028,世界,35,,,,,,,,,,,,,,,,,加工痕ある剥片,,,,,,,王寺町教育委員会2003,B290007,,,,,,発掘調査,20051020,光石鳴巳,20170224,光石鳴巳,1
290095,,箸尾遺跡,第30次調査,,,Hashio,30th,北葛城郡広陵町沢,34.577028,135.748111,世界,41,○,,,,,,,,,,,,,,,,,,,,,,,奈良県立橿原考古学研究所2002b,B290060,,,,,,発掘調査,20051020,光石鳴巳,20170127,光石鳴巳,1
290096,,フジ山遺跡,,,,Fujiyama,,北葛城郡河合町城内,34.589067,135.729572,世界,63,○,,,,,,,,,,,,,,,,,,,,,,,吉村公男・深瀬早人・佐藤良二1989,B290108,,,,,,採集資料,20051020,光石鳴巳,20170502,光石鳴巳,1
290097,,馬見二ノ谷遺跡,北谷,,,Umamininotani,North area,北葛城郡河合町大字山坊字二ノ谷,34.572694,135.738111,世界,69,○,,,,,,,,,○,○,,,,,,馬見型尖頭器/石核,,△,,,,２ヵ所の谷で約6500点の石器群,奈良県立橿原考古学研究所2006,B290068,,,,,,発掘調査,20051020,光石鳴巳,20170316,光石鳴巳,1
290098,,宮の平遺跡,,,,Miyanotaira,,吉野郡川上村迫宮の平,34.335458,135.959284,世界,285,,,,,,,,,○,,,,,,,,,,,,,,,奈良県立橿原考古学研究所2003a,B290061,,,,,,発掘調査,20051020,光石鳴巳,20170507,光石鳴巳,1
290100,,法華寺南遺跡,Aトレンチ,,,Hokkejiminami,A trench,奈良市法華寺町,34.688139,135.804944,世界,60,○,,,,,,,,,,,,,,,,石核,,○,,,,AT下位で約800点の石器群/平城京左-2-2-14(研),奈良文化財研究所2003a,B290077,,,,,,発掘調査,20170216,光石鳴巳,,,
290101,,平城宮,東院地区(平城第401次),,,Heijokyu,Toin,奈良市法華寺町,34.690694,135.801083,世界,66,○,,,,,,,,,,,,,,,,,,,,,,,奈良文化財研究所2007,B290129,,,,,,発掘調査,20171130,光石鳴巳,,,
290102,,平城宮,東院地区(平城第469次),,,Heijokyu,Toin,奈良市法華寺町,34.691725,135.800584,世界,,,,,,,,,,,,,,,,,,二次加工ある剥片,,,,,,,芝康次郎2017,B290116,,,,,,発掘調査,20171130,芝康次郎・光石鳴巳,,,
290103,,平城宮,東院地区(平城第503次),,,Heijokyu,Toin,奈良市法華寺町,34.691392,135.801185,世界,,,,,,,,,,,,,,,,,,翼状剥片,,,,,,,芝康次郎2017,B290116,,,,,,発掘調査,20171130,芝康次郎・光石鳴巳,,,
290104,,平城京,右京一条北辺四坊六坪,,,Heijokyo,Ukyo 1jou hokuhen 4bou 6tsubo,奈良市西大寺宝ヶ丘,34.697111,135.772833,世界,97,,,,,,,,,,,,,,,,,翼状剥片,,,,,,出土位置特定できず,奈良国立文化財研究所1984,B290122,,,,,,発掘調査,20180218,芝康次郎・光石鳴巳,,,
290105,,平城京,左京二条二坊十五坪（平城第501次）,,,Heijokyo,Sakyo 2jou 2bou 15tsubo,奈良市法華寺町,34.689861,135.805056,世界,61,○,,,,,,,,,,,,,,,,,,,,,,,奈良文化財研究所2013,B290130,,,,,,発掘調査,20171130,光石鳴巳,,,
290106,,平城京,旧大乗院庭園（平城第407次）,,,Heijokyo,Daijouin teien,奈良市高畑町,34.67825,135.834083,世界,90,,,,,,,,,,○,,,,,,,,,,,,,,奈良文化財研究所2007,B290129,,,,,,発掘調査,20171130,光石鳴巳,,,
290107,,平城京,右京一条二坊四坪（平城第530次）,,,Heijokyo,Ukyo 1jou 2bou 4tsubo,奈良市二条町,34.691664,135.788213,世界,,○,,,,,,,,,,,,,,,,,,,,,,,芝康次郎2017,B290116,,,,,,発掘調査,20171130,芝康次郎・光石鳴巳,,,
290108,,平城京,右京三条一坊八坪（平城第448次）,,,Heijokyo,Ukyo 3jou 1bou 8tsubo,奈良市二条大路南4丁目,34.686213,135.792728,世界,,,,,,,,,,,,,,,,,,翼状剥片石核,,,,,,,芝康次郎2017,B290116,,,,,,発掘調査,20171130,芝康次郎・光石鳴巳,,,
290109,,菅原東遺跡,,,,Sugaharahigashi,,奈良市横領町,34.685051,135.783217,世界,,,,,,,,,,,○,,,,,,,,,,,,,平城京第371次(市),久保邦江2002,B290026,,,,,,発掘調査,20180427,松浦五輪美・光石鳴巳,,,
290110,,西代遺跡,,,,Nishindai,,大和高田市野口,34.516222,135.716361,世界,,,,,,,,,,,○,,,,,,,,,,,,,出土位置特定できず,芹沢長介1966/光石鳴巳2016,B290117,B290132,,,,,採集資料,20170315,光石鳴巳,,,
290111,,別對道端遺跡,2次調査,,,Bettsuimichibata,2nd,大和郡山市額田部北町,34.610111,135.771222,世界,44,,,,,,,,,,○,,,,,,,,,,,,,現行の『奈良県遺跡地図』では別對遺跡,奈良県立橿原考古学研究所2003d,B290064,,,,,,発掘調査,20170315,光石鳴巳,,,
290112,,観音寺本馬遺跡,第5次調査,,,Kannonji honma,,橿原市観音寺町,34.466006,135.753204,世界,80,,,,,,,,,,○,,,,,,,,,,,,,,奈良県立橿原考古学研究所2013,B290121,,,,,,発掘調査,20190308,光石鳴巳,,,
290113,二上山北麓遺跡群,サカイ遺跡,B地区,,Nijouzan hokuroku,Sakai,Loc.B,香芝市田尻字ハヤシ、サカイ,34.55036,135.659523,世界,90,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片石核/石核,,,,,,,佐藤良二・森川実2004/香芝市教育委員会2007a,B290031,B290013,,,,,発掘調査,20180224,光石鳴巳,,,
290114,二上山北麓遺跡群,サカイ遺跡,D地区,,Nijouzan hokuroku,Sakai,Loc.D,香芝市田尻字ハヤシ、サカイ,34.551509,135.659437,世界,87,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核,,,,,,集中部なし、緯度・経度は調査区の中央。,佐藤良二・森川実2004/香芝市教育委員会2007a,B290031,B290013,,,,,発掘調査,20180228,光石鳴巳,,,
290115,二上山北麓遺跡群,サカイ遺跡,F地区,,Nijouzan hokuroku,Sakai,Loc.F,香芝市田尻字ハヤシ、サカイ,34.551916,135.659817,世界,85,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片石核/石刃,,,,,,集中部なし、緯度・経度は調査区の中央。,佐藤良二・森川実2004/香芝市教育委員会2007a,B290031,B290013,,,,,発掘調査,20180224,光石鳴巳,,,
290116,二上山北麓遺跡群,サカイ遺跡,G地区,,Nijouzan hokuroku,Sakai,Loc.G,香芝市田尻字ハヤシ、サカイ,34.551196,135.660364,世界,82,,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片石核,,,,,,,佐藤良二・森川実2004/香芝市教育委員会2007a,B290031,B290013,,,,,発掘調査,20180224,光石鳴巳,,,
290117,二上山北麓遺跡群,サカイ遺跡,第2次調査,,Nijouzan hokuroku,Sakai,2nd,香芝市田尻字ハヤシ、サカイ,34.550112,135.659661,世界,92,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核,,,,,,緯度・経度は明らかな旧石器時代遺物の散布域の中央。,香芝市教育委員会2011,B290014,,,,,,発掘調査,20180304,光石鳴巳,,,
290118,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第2次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,2nd,香芝市穴虫小字赤土平,34.552194,135.66075,世界,59,○,,,,,○,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核/縦長剥片/縦長剥片石核/チャート製ナイフ形石器,,,,,,,奈良県立橿原考古学研究所1983a,B290046,,,,,,発掘調査,20171201,光石鳴巳,,,
290119,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第3次調査C調査区,,Nijouzan hokuroku,Sakuragaoka Loc.1,"3rd, trenchC",香芝市穴虫小字赤土平,34.552167,135.661,世界,70,○,,,,,,,,,,○,,,,,,翼状剥片/翼状剥片石核/楔形石器,,,,,,,香芝町教育委員会・奈良県立橿原考古学研究所1983,B290022,,,,,,発掘調査,20171202,光石鳴巳,,,
290120,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第3次調査D調査区,,Nijouzan hokuroku,Sakuragaoka Loc.1,"3rd, trenchD",香芝市穴虫小字赤土平,34.552611,135.661361,世界,71,○,,,,,,,,,,○,○,,○,,,抉入石器/楔形石器/楔形石器削片/チャート製剥片/黒曜岩製石器/安山岩製線刻礫,,,,,,,香芝町教育委員会・奈良県立橿原考古学研究所1983,B290022,,,,,,発掘調査,20171202,光石鳴巳,,,
290121,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第4次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,4th,香芝市穴虫小字赤土平,34.552611,135.661194,世界,71,○,,,,○,○,,○,,,○,○,,○,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核/石刃/石刃石核/楔形石器,,,,,,,香芝町教育委員会・奈良県立橿原考古学研究所1984,B290023,,,,,,発掘調査,20171201,光石鳴巳,,,
290122,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第5次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,5th,香芝市穴虫小字赤土平,34.552417,135.661222,世界,71,○,,,,,,,,,,○,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核/角錐状石器未成品,,,,,,,香芝町教育委員会1987,B290015,,,,,,発掘調査,20171206,光石鳴巳,,,
290123,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第6次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,6th,香芝市穴虫小字赤土平,34.552139,135.661083,世界,70,○,,,,,,,,,,○,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核,,,,,,,香芝町教育委員会1988,B290016,,,,,,発掘調査,20171206,光石鳴巳,,,
290124,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第7次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,7th,香芝市穴虫小字赤土平,34.552028,135.661278,世界,70,,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核,,,,,,,香芝市教育委員会1996,B290112,,,,,,発掘調査,20170213,光石鳴巳,,,
290125,二上山北麓遺跡群,桜ヶ丘第１地点遺跡,第10次調査,,Nijouzan hokuroku,Sakuragaoka Loc.1,10th,香芝市穴虫小字赤土平,34.552361,135.661194,世界,71,○,,,,,,,,,,○,,,,,,翼状剥片/石刃核/翼状剥片石核,,,,,,,香芝市教育委員会1999,B290009,,,,,,発掘調査,20170213,光石鳴巳,,,
290126,二上山北麓遺跡群,鶴峯荘第３地点遺跡,2000年度調査32トレンチ,,Nijouzan hokuroku,Tsuruminesou,Loc.3,香芝市穴虫字十丈坊,34.548163,135.666789,世界,99,○,,,,,,,,,,○,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核,,,,,,,香芝市教育委員会2002,B290010,,,,,,発掘調査,20171221,光石鳴巳,,,
290127,二上山北麓遺跡群,鶴峯荘第４地点遺跡,南地点,,Nijouzan hokuroku,Tsuruminesou,Loc.4,香芝市穴虫字ニト山,34.551028,135.667111,世界,,○,,,,,,,,,,,,,,,,翼状剥片,,,,,,,原真一1982/佐藤良二1987,B290080,B290115,,,,,採集資料,20190509,光石鳴巳,,,
290128,二上山北麓遺跡群,鶴峯荘第４地点遺跡,2005年度調査,,Nijouzan hokuroku,Tsuruminesou,Loc.4,香芝市穴虫字ニト山,34.551694,135.666194,世界,79,○,,,,,,,,,,○,,,,,,翼状剥片/翼状剥片石核/盤状剥片石核/楔形石器/石刃核/石核,,,,,,,香芝市教育委員会2006,B290012,,,,,,発掘調査,20190509,光石鳴巳,,,
290129,二上山北麓遺跡群,鶴峯荘第５地点遺跡,2005年度調査区,,Nijouzan hokuroku,Tsuruminesou,Loc.5,香芝市穴虫字十丈坊,34.550778,135.666389,世界,80,○,,,,,,,,,,○,,,○,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核/石刃,,,,,,,香芝市教育委員会2007b,B290113,,,,,,発掘調査,20171207,光石鳴巳,,,
290130,二上山北麓遺跡群,黒岩遺跡,大阪線南側水道工事地点,,Nijouzan hokuroku,Kuroiwa,,香芝市関屋字石坂ほか,34.553083,135.672722,世界,86,,,,,,,,,,,,,,,,,縦長剥片/縦長剥片石核/石核,,,,,,,吉井宣子1987a,B290103,,,,,,採集資料,20171226,光石鳴巳,,,
290131,二上山北麓遺跡群,黒岩遺跡,道路拡張工事,,Nijouzan hokuroku,Kuroiwa,,香芝市関屋字石坂ほか,34.553556,135.672778,世界,85,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片石核/縦長剥片石核,,,,,,,吉井宣子1987a,B290103,,,,,,採集資料,20171226,光石鳴巳,,,
290132,二上山北麓遺跡群,黒岩遺跡,a地点,,Nijouzan hokuroku,Kuroiwa,Loc.a,香芝市関屋字石坂ほか,34.553944,135.672,世界,78,○,,,,,,,,,,,,,,,,縦長剥片/翼状剥片/石核,,,,,,,吉井宣子1987a,B290103,,,,,,採集資料,20171226,光石鳴巳,,,
290133,二上山北麓遺跡群,黒岩遺跡,b地点,,Nijouzan hokuroku,Kuroiwa,Loc.b,香芝市関屋字石坂ほか,34.554056,135.671889,世界,78,,,,,,,,,,,,,,,,,,,,,,,少量のサヌカイト遺物が散布,吉井宣子1987a,B290103,,,,,,採集資料,20171226,光石鳴巳,,,
290134,二上山北麓遺跡群,郡ヶ池遺跡,1990年度調査区,,Nijouzan hokuroku,Korigaike,1990,香芝市穴虫字郡ヶ池,34.545167,135.676444,世界,100,,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核,,,,,,,香芝町教育委員会1991b,B290111,,,,,,発掘調査,20171205,光石鳴巳,,,
290135,二上山北麓遺跡群,田尻峠第６地点遺跡,,,Nijouzan hokuroku,Tajiritouge,Loc.6,香芝市穴虫字大シバ,34.543389,135.670833,世界,97,○,,,,,,,,,,,,,,,,翼状剥片/盤状剥片/盤状剥片石核/石刃/石刃石核,,,,,,,吉井宣子1988b,B290106,,,,,,採集資料,20171208,光石鳴巳,,,
290136,二上山北麓遺跡群,堂ヶ谷遺跡,,,Nijouzan hokuroku,Dougatani,,香芝市穴虫字休場、大シバ,34.545444,135.670111,世界,120,,,,,○,,,,,,,,,,,,翼状剥片/翼状剥片石核,,,,,,,香芝町教育委員会1991a,B290021,,,,,,発掘調査,20171205,光石鳴巳,,,
290137,二上山北麓遺跡群,平地山遺跡,A地区,,Nijouzan hokuroku,Hirachiyama,,香芝市田尻字平地山,34.550471,135.659005,世界,91,,,,,,△,,,△,○,,,,,,,,,,,,,,佐藤良二・森川実2004/香芝市教育委員会2007a/2008,B290013,B290014,,,,,発掘調査,20180224,光石鳴巳,,,
290138,二上山北麓遺跡群,平地山遺跡,E地区,,Nijouzan hokuroku,Hirachiyama,,香芝市田尻字平地山,34.55094,135.65874,世界,91,○,,,,,,,,,,,,,,,,翼状剥片/翼状剥片石核/盤状剥片/盤状剥片石核,,,,,,,佐藤良二・森川実2004/香芝市教育委員会2007a/2008,B290013,B290014,,,,,発掘調査,20180221,光石鳴巳,,,
290139,,下田遺跡,,,,Shimoda,,香芝市,34.541249,135.708386,世界,50,,,,,,,,,,○,,,,,,,,,,,,,,奈良県立橿原考古学研究所2007,B290119,,,,,,発掘調査,20171226,光石鳴巳,,,
290140,,竹内遺跡,A地点,,,Takenouchi,Loc.A,葛城市竹内,34.511694,135.701611,世界,,,,,,,,,,,○,,,,,,,,,,,,,出土位置特定できず,芹沢長介1966/光石鳴巳2016,B290117,B290132,,,,,採集資料,20170315,光石鳴巳,,,
290141,,大川遺跡,第1次調査,,,Oko,1st,山辺郡山添村中峰山,34.69725,136.073917,世界,140,,,,,,,,,,,,,,,,,翼状剥片,,,,,,,手島美香2010,B290118,,,,,,発掘調査,20170315,光石鳴巳,,,
290142,,勢野東遺跡,,,,Seyahigashi,,生駒郡三郷町勢野東1丁目,34.60275,135.699167,世界,36,,,,,,○,,,,,○,,,,,,,,○,,,,,奈良県立橿原考古学研究所2011/2020,B290120,B290134,,,,,発掘調査,20170315,光石鳴巳,,,
290143,,飛鳥池遺跡,第84次,,,Asukaike,84ｔｈ,高市郡明日香村飛鳥,34.477815,135.822159,世界,100,,,,,,,,,,○,,,,,,,,,,,,,,水戸部秀樹・松村恵司1999,B290098,,,,,,発掘調査,20171213,芝康次郎・光石鳴巳,,,
290144,,箸尾遺跡,第26次調査,,,Hashio,26th,北葛城郡広陵町沢,34.57775,135.749083,世界,,,,,,,,,,,,△,,,,,,,,,,,,帰属時期が特定できない,奈良県立橿原考古学研究所2000b,B290057,,,,,,発掘調査,20170213,光石鳴巳,,,
290145,,馬見二ノ谷遺跡,南谷,,,Umamininotani,South area,北葛城郡河合町大字山坊字二ノ谷,34.572417,135.738167,世界,69,○,,,,,,,,,○,○,,,,,,馬見型尖頭器/石核,,△,,,,２ヵ所の谷で約6500点の石器群,奈良県立橿原考古学研究所2006,B290068,,,,,,発掘調査,20170316,光石鳴巳,,,
290079,,宇陀川河床,,,,Udagawa kashou,,宇陀市榛原区萩原,,,,,,,,,,,,,,○,,,,,,,,,,,,,旧・宇陀郡榛原町/出土位置特定できず,安達厚三1970,B290003,,,,,,採集資料,20051020,光石鳴巳,-,,
290099,,大台ヶ原(伝),,,,Odaigahara,,吉野郡,,,,,,,,,,,,,,○,,,,,,,,,,,,,出土位置特定できず,,,,,,,,採集資料,20051020,光石鳴巳,-,,
