ID,Citation,Author (Japanease),Author (Japanease),Publication year,Publication year,Paper name,Journal/ Report name,Link 
B330146,稲田孝司2001,稲田孝司,いなだたかし,2001,,旧石器時代,上斎原村史 通史編,https://ci.nii.ac.jp/ncid/BN12311604
B330147,小林博昭1987b,小林博昭,こばやしひろあき,1987,b,２．戸谷遺跡,火山灰と考古学をめぐる諸問題 第Ⅱ分冊,https://ci.nii.ac.jp/ncid/BN07589838
B330148,鎌木義昌・小林博昭1984,鎌木義昌・小林博昭,かまきよしまさ・こばやしひろあき,1984,,岡山県八束村戸谷遺跡第５地点の発掘調査―第４次調査の概要―,月刊考古学ジャーナル№233,https://ci.nii.ac.jp/ncid/AN00081950
B330149,平井勝1987a,平井勝,ひらいまさる,1987,a,１．野原遺跡群早風A地点遺跡,火山灰と考古学をめぐる諸問題 第Ⅱ分冊,https://ci.nii.ac.jp/ncid/BN07589838
B330150,平井勝1987b,平井勝,ひらいまさる,1987,b,３．恩原遺跡,火山灰と考古学をめぐる諸問題 第Ⅱ分冊,https://ci.nii.ac.jp/ncid/BN07589838
B330151,安川豊史1987,安川豊史,やすかわとよし,1987,,第二章 先土器時代,岡山県の考古学,https://ci.nii.ac.jp/ncid/BN01294591
B330152,白石純1999,白石純,しらいしじゅん,1999,,蒜山原旧石器時代遺跡群の石器石材,岡山理科大学蒜山研究所研究報告25,https://cir.nii.ac.jp/crid/1571135651765265664
B330153,小野伸・三好元樹・白石純・藤井裕也・黒田祐介2011,小野伸・三好元樹・白石純・藤井裕也・黒田祐介,おのしん・みよしもとき・しらいしじゅん・ふじいゆうや・くろだゆうすけ,2011,,岡山県玉野市出崎採集の旧石器２,旧石器考古学74,https://ci.nii.ac.jp/ncid/AN00159402
B330154,岡山県教育委員会1978,岡山県教育委員会,おかやまけんきょういくいいんかい,1978,,横田遺跡,岡山県埋蔵文化財発掘調査報告23,https://sitereports.nabunken.go.jp/12512
B330155,岡山県御津町教育委員会1998,岡山県御津町教育委員会,おかやまけんみつちょうきょういくいいんかい,1998,,,御津町埋蔵文化財発掘調査報告9,https://sitereports.nabunken.go.jp/12931
B330156,平井勝1987c,平井勝,ひらいまさる,1987,c,第三章 縄文時代,岡山県の考古学,https://ci.nii.ac.jp/ncid/BN01294591
B330157,間壁忠彦・間壁萌子1996,間壁忠彦・間壁萌子,まかべただひこ・まかべよしこ,1996,,第二章 旧石器時代・第三章 縄文時代,新修倉敷市史１ 考古,https://ci.nii.ac.jp/ncid/BN10306013
B330158,岡山県教育委員会1977,岡山県教育委員会,おかやまけんきょういくいいんかい,1977,,第4章　下道山南古墳,岡山県埋蔵文化財発掘調査報告17,https://sitereports.nabunken.go.jp/12987
B330159,岡山県教育委員会2022a,岡山県教育委員会,おかやまけんきょういくいいんかい,2022,a,和田谷遺跡,岡山県埋蔵文化財発掘調査報告256,https://ci.nii.ac.jp/ncid/BN00533540
B330160,岡山県教育委員会2022b,岡山県教育委員会,おかやまけんきょういくいいんかい,2022,b,マキサヤ遺跡,岡山県埋蔵文化財発掘調査報告256,https://ci.nii.ac.jp/ncid/BN00533540
