ID,Citation,Author (Japanease),Author (Japanease),Publication year,Publication year,Paper name,Journal/ Report name,Link 
B290128,奈良市教育委員会1997a,奈良市教育委員会,ならしきょういくいいんかい,1997,a,平城京左京四条四坊十二・十二坪の調査　第164・208・324・331・335・339次,奈良市埋蔵文化財調査概要報告書　平成8年度,https://sitereports.nabunken.go.jp/1132
B290129,奈良文化財研究所2007,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2007,,東院地区の調査－第401次,奈良文化財研究所紀要2007,https://sitereports.nabunken.go.jp/14509
B290130,奈良文化財研究所2013,奈良文化財研究所,ならぶんかざいけんきゅうしょ,2013,,平城京左京二条二坊十五坪の調査,奈良文化財研究所紀要2013,https://sitereports.nabunken.go.jp/17346
B290131,埋蔵文化財天理教調査団2013,埋蔵文化財天理教調査団,まいぞうぶんかざいてんりきょうちょうさだん,2013,,布留遺跡豊井 (打破り) 地区発掘調査報告書,考古学調査研究中間報告29,https://sitereports.nabunken.go.jp/53547
B290132,光石鳴巳2016,光石鳴巳,みついしなるみ,2016,,奈良盆地西部における有茎尖頭器の再発見 : 伊瀬敏郎コレクション中の2点の資料とその来歴について ,古代文化第68巻第1号,https://ci.nii.ac.jp/naid/40020893808
B290133,大和高田市教育委員会1996,大和高田市教育委員会,やまとたかだしきょういくいいんかい,1996,,大和高田市遺跡分布調査報告書Ⅰ,大和高田市文化財調査報告書第5集,https://ci.nii.ac.jp/ncid/BN15347255
B290134,奈良県立橿原考古学研究所2020,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2020,,勢野東遺跡,奈良県立橿原考古学研究所調査報告第127冊,https://sitereports.nabunken.go.jp/86580
B290135,埋蔵文化財天理教調査団2010,埋蔵文化財天理教調査団,まいぞうぶんかざいてんりきょうちょうさだん,2010,,布留遺跡杣之内（樋之下・ドウドウ）地区発掘調査報告書遺構編,考古学調査研究中間報告25,https://sitereports.nabunken.go.jp/53543
B290136,埋蔵文化財天理教調査団2012,埋蔵文化財天理教調査団,まいぞうぶんかざいてんりきょうちょうさだん,2012,,布留遺跡杣之内（樋之下・ドウドウ）地区発掘調査報告書遺物編,考古学調査研究中間報告26,https://sitereports.nabunken.go.jp/53545
B290137,奈良県立橿原考古学研究所2016,奈良県立橿原考古学研究所,ならけんりつかしはらこうこがくけんきゅうしょ,2016,,稲葉車瀬遺跡,奈良県文化財調査報告書第170集,https://sitereports.nabunken.go.jp/72893
